State,District,Disease,YearMonth,Year,Month,Cases,Cases_Lag1,Cases_Lag2,Cases_Lag3,Target_Cases,Risk,Rolling_Sum,State_Enc,District_Enc,Disease_Enc,Target_Enc
Bihar,Aurangabad,Acute Diarrheal Disease,2023-08,2023,8,19.0,0.0,0.0,0.0,0.0,None,19.0,6,22,0,3
Bihar,Aurangabad,Acute Diarrheal Disease,2023-09,2023,9,0.0,19.0,0.0,0.0,0.0,None,19.0,6,22,0,3
Bihar,Aurangabad,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,19.0,0.0,0.0,None,19.0,6,22,0,3
Bihar,Aurangabad,Measles,2023-02,2023,2,6.0,0.0,0.0,0.0,0.0,None,6.0,6,22,28,3
Bihar,Aurangabad,Measles,2023-03,2023,3,0.0,6.0,0.0,0.0,0.0,None,6.0,6,22,28,3
Bihar,Aurangabad,Measles,2023-04,2023,4,0.0,0.0,6.0,0.0,0.0,None,6.0,6,22,28,3
Bihar,Banka,Dengue,2023-09,2023,9,60.0,0.0,0.0,0.0,0.0,None,60.0,6,42,13,3
Bihar,Banka,Dengue,2023-10,2023,10,0.0,60.0,0.0,0.0,0.0,None,60.0,6,42,13,3
Bihar,Banka,Fever With Rash,2023-04,2023,4,17.0,0.0,0.0,0.0,0.0,None,17.0,6,42,18,3
Bihar,Banka,Fever With Rash,2023-05,2023,5,0.0,17.0,0.0,0.0,0.0,None,17.0,6,42,18,3
Bihar,Banka,Fever With Rash,2023-06,2023,6,0.0,0.0,17.0,0.0,0.0,None,17.0,6,42,18,3
Bihar,Buxar,Fever With Rash,2023-06,2023,6,8.0,0.0,0.0,0.0,0.0,None,8.0,6,83,18,3
Bihar,Buxar,Fever With Rash,2023-07,2023,7,0.0,8.0,0.0,0.0,0.0,None,8.0,6,83,18,3
Bihar,Buxar,Fever With Rash,2023-08,2023,8,0.0,0.0,8.0,0.0,0.0,None,8.0,6,83,18,3
Bihar,Gaya,Acute Diarrheal Disease,2023-05,2023,5,12.0,0.0,0.0,0.0,0.0,None,12.0,6,168,0,3
Bihar,Gaya,Acute Diarrheal Disease,2023-06,2023,6,0.0,12.0,0.0,0.0,0.0,None,12.0,6,168,0,3
Bihar,Gaya,Acute Diarrheal Disease,2023-07,2023,7,0.0,0.0,12.0,0.0,0.0,None,12.0,6,168,0,3
Bihar,Gaya,Acute Diarrheal Disease,2023-09,2023,9,5.0,0.0,0.0,0.0,0.0,None,5.0,6,168,0,3
Bihar,Gaya,Acute Diarrheal Disease,2023-10,2023,10,0.0,5.0,0.0,0.0,0.0,None,5.0,6,168,0,3
Bihar,Gopalganj,Typhoid,2023-10,2023,10,10.0,0.0,0.0,0.0,0.0,None,10.0,6,177,39,3
Bihar,Jamui,Acute Diarrheal Disease,2023-06,2023,6,15.0,0.0,0.0,0.0,0.0,None,15.0,6,212,0,3
Bihar,Jamui,Acute Diarrheal Disease,2023-07,2023,7,0.0,15.0,0.0,0.0,0.0,None,15.0,6,212,0,3
Bihar,Jamui,Acute Diarrheal Disease,2023-08,2023,8,0.0,0.0,15.0,0.0,0.0,None,15.0,6,212,0,3
Bihar,Jamui,Dengue,2023-09,2023,9,58.0,0.0,0.0,0.0,0.0,None,58.0,6,212,13,3
Bihar,Jamui,Dengue,2023-10,2023,10,0.0,58.0,0.0,0.0,0.0,None,58.0,6,212,13,3
Bihar,Jamui,Fever With Rash,2023-08,2023,8,7.0,0.0,0.0,0.0,0.0,None,7.0,6,212,18,3
Bihar,Jamui,Fever With Rash,2023-09,2023,9,0.0,7.0,0.0,0.0,0.0,None,7.0,6,212,18,3
Bihar,Jamui,Fever With Rash,2023-10,2023,10,0.0,0.0,7.0,0.0,0.0,None,7.0,6,212,18,3
Bihar,Jehanabad,Acute Diarrheal Disease,2023-08,2023,8,15.0,0.0,0.0,0.0,0.0,None,15.0,6,220,0,3
Bihar,Jehanabad,Acute Diarrheal Disease,2023-09,2023,9,0.0,15.0,0.0,0.0,0.0,None,15.0,6,220,0,3
Bihar,Jehanabad,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,15.0,0.0,0.0,None,15.0,6,220,0,3
Bihar,Jehanabad,Dengue,2023-09,2023,9,35.0,0.0,0.0,0.0,39.0,Medium,35.0,6,220,13,2
Bihar,Jehanabad,Dengue,2023-10,2023,10,39.0,35.0,0.0,0.0,0.0,None,74.0,6,220,13,3
Bihar,Jehanabad,Measles,2022-04,2022,4,6.0,0.0,0.0,0.0,0.0,None,6.0,6,220,28,3
Bihar,Jehanabad,Measles,2022-05,2022,5,0.0,6.0,0.0,0.0,0.0,None,6.0,6,220,28,3
Bihar,Jehanabad,Measles,2022-06,2022,6,0.0,0.0,6.0,0.0,0.0,None,6.0,6,220,28,3
Bihar,Jehanabad,Measles,2023-09,2023,9,10.0,0.0,0.0,0.0,0.0,None,10.0,6,220,28,3
Bihar,Jehanabad,Measles,2023-10,2023,10,0.0,10.0,0.0,0.0,0.0,None,10.0,6,220,28,3
Bihar,Katihar,Measles,2023-07,2023,7,14.0,0.0,0.0,0.0,0.0,None,14.0,6,250,28,3
Bihar,Katihar,Measles,2023-08,2023,8,0.0,14.0,0.0,0.0,0.0,None,14.0,6,250,28,3
Bihar,Katihar,Measles,2023-09,2023,9,0.0,0.0,14.0,0.0,0.0,None,14.0,6,250,28,3
Bihar,Madhubani,Acute Diarrheal Disease,2023-08,2023,8,11.0,0.0,0.0,0.0,0.0,None,11.0,6,291,0,3
Bihar,Madhubani,Acute Diarrheal Disease,2023-09,2023,9,0.0,11.0,0.0,0.0,0.0,None,11.0,6,291,0,3
Bihar,Madhubani,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,11.0,0.0,0.0,None,11.0,6,291,0,3
Bihar,Madhubani,Chickenpox,2023-01,2023,1,28.0,0.0,0.0,0.0,0.0,None,28.0,6,291,8,3
Bihar,Madhubani,Chickenpox,2023-02,2023,2,0.0,28.0,0.0,0.0,0.0,None,28.0,6,291,8,3
Bihar,Madhubani,Chickenpox,2023-03,2023,3,0.0,0.0,28.0,0.0,0.0,None,28.0,6,291,8,3
Bihar,Munger,Dengue,2023-09,2023,9,107.0,0.0,0.0,0.0,0.0,None,107.0,6,313,13,3
Bihar,Munger,Dengue,2023-10,2023,10,0.0,107.0,0.0,0.0,0.0,None,107.0,6,313,13,3
Bihar,Muzaffarpur,Dengue,2022-11,2022,11,2.0,0.0,0.0,0.0,0.0,None,2.0,6,315,13,3
Bihar,Muzaffarpur,Dengue,2022-12,2022,12,0.0,2.0,0.0,0.0,0.0,None,2.0,6,315,13,3
Bihar,Muzaffarpur,Dengue,2023-01,2023,1,0.0,0.0,2.0,0.0,0.0,None,2.0,6,315,13,3
Bihar,Muzaffarpur,Encephalitis Sydrome / Je,2023-04,2023,4,1.0,0.0,0.0,0.0,0.0,None,1.0,6,315,15,3
Bihar,Muzaffarpur,Encephalitis Sydrome / Je,2023-05,2023,5,0.0,1.0,0.0,0.0,0.0,None,1.0,6,315,15,3
Bihar,Muzaffarpur,Encephalitis Sydrome / Je,2023-06,2023,6,0.0,0.0,1.0,0.0,0.0,None,1.0,6,315,15,3
Bihar,Nalanda,Chickenpox,2023-01,2023,1,12.0,0.0,0.0,0.0,0.0,None,12.0,6,324,8,3
Bihar,Nalanda,Chickenpox,2023-02,2023,2,0.0,12.0,0.0,0.0,0.0,None,12.0,6,324,8,3
Bihar,Nalanda,Chickenpox,2023-03,2023,3,0.0,0.0,12.0,0.0,0.0,None,12.0,6,324,8,3
Bihar,Nalanda,Dengue,2022-09,2022,9,94.0,0.0,0.0,0.0,0.0,None,94.0,6,324,13,3
Bihar,Nalanda,Dengue,2022-10,2022,10,0.0,94.0,0.0,0.0,0.0,None,94.0,6,324,13,3
Bihar,Nalanda,Dengue,2022-11,2022,11,0.0,0.0,94.0,0.0,0.0,None,94.0,6,324,13,3
Bihar,Pashchim Champaran,Fever With Rash,2023-06,2023,6,2.0,0.0,0.0,0.0,0.0,None,2.0,6,357,18,3
Bihar,Pashchim Champaran,Fever With Rash,2023-07,2023,7,0.0,2.0,0.0,0.0,0.0,None,2.0,6,357,18,3
Bihar,Pashchim Champaran,Fever With Rash,2023-08,2023,8,0.0,0.0,2.0,0.0,0.0,None,2.0,6,357,18,3
Bihar,Pashchim Champaran,Food Poisoning,2022-07,2022,7,14.0,0.0,0.0,0.0,0.0,None,14.0,6,357,19,3
Bihar,Pashchim Champaran,Food Poisoning,2022-08,2022,8,0.0,14.0,0.0,0.0,0.0,None,14.0,6,357,19,3
Bihar,Pashchim Champaran,Food Poisoning,2022-09,2022,9,0.0,0.0,14.0,0.0,0.0,None,14.0,6,357,19,3
Bihar,Pashchim Champaran,Measles,2023-08,2023,8,7.0,0.0,0.0,0.0,0.0,None,7.0,6,357,28,3
Bihar,Pashchim Champaran,Measles,2023-09,2023,9,0.0,7.0,0.0,0.0,0.0,None,7.0,6,357,28,3
Bihar,Pashchim Champaran,Measles,2023-10,2023,10,0.0,0.0,7.0,0.0,0.0,None,7.0,6,357,28,3
Bihar,Patna,Acute Diarrheal Disease,2023-08,2023,8,11.0,0.0,0.0,0.0,0.0,None,11.0,6,362,0,3
Bihar,Patna,Acute Diarrheal Disease,2023-09,2023,9,0.0,11.0,0.0,0.0,0.0,None,11.0,6,362,0,3
Bihar,Patna,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,11.0,0.0,0.0,None,11.0,6,362,0,3
Bihar,Purbi Champaran,Acute Diarrheal Disease,2022-09,2022,9,72.0,0.0,0.0,0.0,0.0,None,72.0,6,377,0,3
Bihar,Purbi Champaran,Acute Diarrheal Disease,2022-10,2022,10,0.0,72.0,0.0,0.0,0.0,None,72.0,6,377,0,3
Bihar,Purbi Champaran,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,72.0,0.0,0.0,None,72.0,6,377,0,3
Bihar,Purbi Champaran,Measles,2023-06,2023,6,11.0,0.0,0.0,0.0,0.0,None,11.0,6,377,28,3
Bihar,Purbi Champaran,Measles,2023-07,2023,7,0.0,11.0,0.0,0.0,0.0,None,11.0,6,377,28,3
Bihar,Purbi Champaran,Measles,2023-08,2023,8,0.0,0.0,11.0,0.0,0.0,None,11.0,6,377,28,3
Bihar,Rohtas,Acute Diarrheal Disease,2023-09,2023,9,12.0,0.0,0.0,0.0,0.0,None,12.0,6,398,0,3
Bihar,Rohtas,Acute Diarrheal Disease,2023-10,2023,10,0.0,12.0,0.0,0.0,0.0,None,12.0,6,398,0,3
Bihar,Rohtas,Fever With Rash,2023-03,2023,3,5.0,0.0,0.0,0.0,0.0,None,5.0,6,398,18,3
Bihar,Rohtas,Fever With Rash,2023-04,2023,4,0.0,5.0,0.0,0.0,0.0,None,5.0,6,398,18,3
Bihar,Rohtas,Fever With Rash,2023-05,2023,5,0.0,0.0,5.0,0.0,0.0,None,5.0,6,398,18,3
Bihar,Samastipur,Acute Diarrheal Disease,2023-09,2023,9,100.0,0.0,0.0,0.0,0.0,None,100.0,6,407,0,3
Bihar,Samastipur,Acute Diarrheal Disease,2023-10,2023,10,0.0,100.0,0.0,0.0,0.0,None,100.0,6,407,0,3
Bihar,Saran,Dengue,2023-10,2023,10,8.0,0.0,0.0,0.0,0.0,None,8.0,6,413,13,3
Bihar,Sheohar,Encephalitis Sydrome / Je,2023-05,2023,5,1.0,0.0,0.0,0.0,0.0,None,1.0,6,421,15,3
Bihar,Sheohar,Encephalitis Sydrome / Je,2023-06,2023,6,0.0,1.0,0.0,0.0,0.0,None,1.0,6,421,15,3
Bihar,Sheohar,Encephalitis Sydrome / Je,2023-07,2023,7,0.0,0.0,1.0,0.0,0.0,None,1.0,6,421,15,3
Bihar,Sitamarhi,Acute Diarrheal Disease,2023-09,2023,9,75.0,0.0,0.0,0.0,0.0,None,75.0,6,432,0,3
Bihar,Sitamarhi,Acute Diarrheal Disease,2023-10,2023,10,0.0,75.0,0.0,0.0,0.0,None,75.0,6,432,0,3
Bihar,Siwan,Chickenpox,2023-06,2023,6,8.0,0.0,0.0,0.0,0.0,None,8.0,6,435,8,3
Bihar,Siwan,Chickenpox,2023-07,2023,7,0.0,8.0,0.0,0.0,0.0,None,8.0,6,435,8,3
Bihar,Siwan,Chickenpox,2023-08,2023,8,0.0,0.0,8.0,0.0,0.0,None,8.0,6,435,8,3
Bihar,Siwan,Dengue,2023-10,2023,10,25.0,0.0,0.0,0.0,0.0,None,25.0,6,435,13,3
Bihar,Supaul,Acute Diarrheal Disease,2023-05,2023,5,50.0,0.0,0.0,0.0,0.0,None,50.0,6,457,0,3
Bihar,Supaul,Acute Diarrheal Disease,2023-06,2023,6,0.0,50.0,0.0,0.0,0.0,None,50.0,6,457,0,3
Bihar,Supaul,Acute Diarrheal Disease,2023-07,2023,7,0.0,0.0,50.0,0.0,0.0,None,50.0,6,457,0,3
Bihar,Supaul,Chickenpox,2023-06,2023,6,7.0,0.0,0.0,0.0,0.0,None,7.0,6,457,8,3
Bihar,Supaul,Chickenpox,2023-07,2023,7,0.0,7.0,0.0,0.0,0.0,None,7.0,6,457,8,3
Bihar,Supaul,Chickenpox,2023-08,2023,8,0.0,0.0,7.0,0.0,0.0,None,7.0,6,457,8,3
Bihar,Supaul,Food Poisoning,2021-02,2021,2,40.0,0.0,0.0,0.0,0.0,None,40.0,6,457,19,3
Bihar,Supaul,Food Poisoning,2021-03,2021,3,0.0,40.0,0.0,0.0,0.0,None,40.0,6,457,19,3
Bihar,Supaul,Food Poisoning,2021-04,2021,4,0.0,0.0,40.0,0.0,0.0,None,40.0,6,457,19,3
Bihar,Supaul,Food Poisoning,2022-05,2022,5,23.0,0.0,0.0,0.0,0.0,None,23.0,6,457,19,3
Bihar,Supaul,Food Poisoning,2022-06,2022,6,0.0,23.0,0.0,0.0,0.0,None,23.0,6,457,19,3
Bihar,Supaul,Food Poisoning,2022-07,2022,7,0.0,0.0,23.0,0.0,0.0,None,23.0,6,457,19,3
Chandigarh,Chandigarh,Cholera,2023-07,2023,7,16.0,0.0,0.0,0.0,0.0,None,16.0,7,90,10,3
Chandigarh,Chandigarh,Cholera,2023-08,2023,8,0.0,16.0,0.0,0.0,0.0,None,16.0,7,90,10,3
Chandigarh,Chandigarh,Cholera,2023-09,2023,9,0.0,0.0,16.0,0.0,0.0,None,16.0,7,90,10,3
Chhatisgarh,Gariyaband,Acute Diarrheal Disease,2022-05,2022,5,33.0,0.0,0.0,0.0,0.0,None,33.0,8,167,0,3
Chhatisgarh,Gariyaband,Acute Diarrheal Disease,2022-06,2022,6,0.0,33.0,0.0,0.0,0.0,None,33.0,8,167,0,3
Chhatisgarh,Gariyaband,Acute Diarrheal Disease,2022-07,2022,7,0.0,0.0,33.0,0.0,0.0,None,33.0,8,167,0,3
Chhatisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-05,2022,5,57.0,0.0,0.0,0.0,0.0,None,57.0,8,215,0,3
Chhatisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-06,2022,6,0.0,57.0,0.0,0.0,0.0,None,57.0,8,215,0,3
Chhatisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-07,2022,7,0.0,0.0,57.0,0.0,0.0,None,57.0,8,215,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2022-12,2022,12,15.0,0.0,0.0,0.0,0.0,None,15.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-01,2023,1,0.0,15.0,0.0,0.0,0.0,None,15.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-02,2023,2,0.0,0.0,15.0,0.0,0.0,None,15.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-05,2023,5,64.0,0.0,0.0,0.0,16.0,Low,64.0,9,34,0,1
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-06,2023,6,16.0,64.0,0.0,0.0,0.0,None,80.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-07,2023,7,0.0,16.0,64.0,0.0,22.0,Medium,80.0,9,34,0,2
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-08,2023,8,22.0,0.0,16.0,64.0,0.0,None,38.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-09,2023,9,0.0,22.0,0.0,16.0,0.0,None,22.0,9,34,0,3
Chhattisgarh,Balod,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,22.0,0.0,0.0,None,22.0,9,34,0,3
Chhattisgarh,Balod,Chickenpox,2023-04,2023,4,12.0,0.0,0.0,0.0,0.0,None,12.0,9,34,8,3
Chhattisgarh,Balod,Chickenpox,2023-05,2023,5,0.0,12.0,0.0,0.0,0.0,None,12.0,9,34,8,3
Chhattisgarh,Balod,Chickenpox,2023-06,2023,6,0.0,0.0,12.0,0.0,0.0,None,12.0,9,34,8,3
Chhattisgarh,Balod,Fever Of Unknown Origin,2023-06,2023,6,249.0,0.0,0.0,0.0,0.0,None,249.0,9,34,17,3
Chhattisgarh,Balod,Fever Of Unknown Origin,2023-07,2023,7,0.0,249.0,0.0,0.0,0.0,None,249.0,9,34,17,3
Chhattisgarh,Balod,Fever Of Unknown Origin,2023-08,2023,8,0.0,0.0,249.0,0.0,0.0,None,249.0,9,34,17,3
Chhattisgarh,Balod,Food Poisoning,2022-06,2022,6,18.0,0.0,0.0,0.0,0.0,None,18.0,9,34,19,3
Chhattisgarh,Balod,Food Poisoning,2022-07,2022,7,0.0,18.0,0.0,0.0,0.0,None,18.0,9,34,19,3
Chhattisgarh,Balod,Food Poisoning,2022-08,2022,8,0.0,0.0,18.0,0.0,0.0,None,18.0,9,34,19,3
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,2022-07,2022,7,43.0,0.0,0.0,0.0,0.0,None,43.0,9,35,0,3
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,2022-08,2022,8,0.0,43.0,0.0,0.0,0.0,None,43.0,9,35,0,3
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,2022-09,2022,9,0.0,0.0,43.0,0.0,0.0,None,43.0,9,35,0,3
Chhattisgarh,Baloda Bazar,Chickenpox,2023-01,2023,1,73.0,0.0,0.0,0.0,0.0,None,73.0,9,35,8,3
Chhattisgarh,Baloda Bazar,Chickenpox,2023-02,2023,2,0.0,73.0,0.0,0.0,0.0,None,73.0,9,35,8,3
Chhattisgarh,Baloda Bazar,Chickenpox,2023-03,2023,3,0.0,0.0,73.0,0.0,0.0,None,73.0,9,35,8,3
Chhattisgarh,Baloda Bazar,Food Poisoning,2022-07,2022,7,3.0,0.0,0.0,0.0,0.0,None,3.0,9,35,19,3
Chhattisgarh,Baloda Bazar,Food Poisoning,2022-08,2022,8,0.0,3.0,0.0,0.0,0.0,None,3.0,9,35,19,3
Chhattisgarh,Baloda Bazar,Food Poisoning,2022-09,2022,9,0.0,0.0,3.0,0.0,0.0,None,3.0,9,35,19,3
Chhattisgarh,Balodabazar,Acute Diarrheal Disease,2022-08,2022,8,42.0,0.0,0.0,0.0,43.0,Medium,42.0,9,36,0,2
Chhattisgarh,Balodabazar,Acute Diarrheal Disease,2022-09,2022,9,43.0,42.0,0.0,0.0,0.0,None,85.0,9,36,0,3
Chhattisgarh,Balodabazar,Acute Diarrheal Disease,2022-10,2022,10,0.0,43.0,42.0,0.0,0.0,None,85.0,9,36,0,3
Chhattisgarh,Balodabazar,Acute Diarrheal Disease,2022-11,2022,11,0.0,0.0,43.0,42.0,0.0,None,43.0,9,36,0,3
Chhattisgarh,Bastar,Dengue,2023-06,2023,6,9.0,0.0,0.0,0.0,0.0,None,9.0,9,52,13,3
Chhattisgarh,Bastar,Dengue,2023-07,2023,7,0.0,9.0,0.0,0.0,0.0,None,9.0,9,52,13,3
Chhattisgarh,Bastar,Dengue,2023-08,2023,8,0.0,0.0,9.0,0.0,0.0,None,9.0,9,52,13,3
Chhattisgarh,Bemetara,Acute Diarrheal Disease,2023-09,2023,9,6.0,0.0,0.0,0.0,44.0,Medium,6.0,9,58,0,2
Chhattisgarh,Bemetara,Acute Diarrheal Disease,2023-10,2023,10,44.0,6.0,0.0,0.0,0.0,None,50.0,9,58,0,3
Chhattisgarh,Bijapur,Chickenpox,2023-08,2023,8,10.0,0.0,0.0,0.0,0.0,None,10.0,9,71,8,3
Chhattisgarh,Bijapur,Chickenpox,2023-09,2023,9,0.0,10.0,0.0,0.0,0.0,None,10.0,9,71,8,3
Chhattisgarh,Bijapur,Chickenpox,2023-10,2023,10,0.0,0.0,10.0,0.0,0.0,None,10.0,9,71,8,3
Chhattisgarh,Bilaspur,Acute Diarrheal Disease,2023-08,2023,8,15.0,0.0,0.0,0.0,0.0,None,15.0,9,74,0,3
Chhattisgarh,Bilaspur,Acute Diarrheal Disease,2023-09,2023,9,0.0,15.0,0.0,0.0,10.0,Low,15.0,9,74,0,1
Chhattisgarh,Bilaspur,Acute Diarrheal Disease,2023-10,2023,10,10.0,0.0,15.0,0.0,0.0,None,25.0,9,74,0,3
Chhattisgarh,Bilaspur,Chickenpox,2023-04,2023,4,19.0,0.0,0.0,0.0,0.0,None,19.0,9,74,8,3
Chhattisgarh,Bilaspur,Chickenpox,2023-05,2023,5,0.0,19.0,0.0,0.0,0.0,None,19.0,9,74,8,3
Chhattisgarh,Bilaspur,Chickenpox,2023-06,2023,6,0.0,0.0,19.0,0.0,0.0,None,19.0,9,74,8,3
Chhattisgarh,Bilaspur,Cholera,2023-09,2023,9,14.0,0.0,0.0,0.0,0.0,None,14.0,9,74,10,3
Chhattisgarh,Bilaspur,Cholera,2023-10,2023,10,0.0,14.0,0.0,0.0,0.0,None,14.0,9,74,10,3
Chhattisgarh,Bilaspur,Food Poisoning,2022-06,2022,6,59.0,0.0,0.0,0.0,0.0,None,59.0,9,74,19,3
Chhattisgarh,Bilaspur,Food Poisoning,2022-07,2022,7,0.0,59.0,0.0,0.0,0.0,None,59.0,9,74,19,3
Chhattisgarh,Bilaspur,Food Poisoning,2022-08,2022,8,0.0,0.0,59.0,0.0,0.0,None,59.0,9,74,19,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2022-09,2022,9,207.0,0.0,0.0,0.0,103.0,High,207.0,9,127,0,0
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2022-10,2022,10,103.0,207.0,0.0,0.0,0.0,None,310.0,9,127,0,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2022-11,2022,11,0.0,103.0,207.0,0.0,0.0,None,310.0,9,127,0,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2022-12,2022,12,0.0,0.0,103.0,207.0,0.0,None,103.0,9,127,0,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2023-03,2023,3,11.0,0.0,0.0,0.0,0.0,None,11.0,9,127,0,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2023-04,2023,4,0.0,11.0,0.0,0.0,0.0,None,11.0,9,127,0,3
Chhattisgarh,Dhamtari,Acute Diarrheal Disease,2023-05,2023,5,0.0,0.0,11.0,0.0,0.0,None,11.0,9,127,0,3
Chhattisgarh,Dhamtari,Chickenpox,2023-03,2023,3,14.0,0.0,0.0,0.0,0.0,None,14.0,9,127,8,3
Chhattisgarh,Dhamtari,Chickenpox,2023-04,2023,4,0.0,14.0,0.0,0.0,0.0,None,14.0,9,127,8,3
Chhattisgarh,Dhamtari,Chickenpox,2023-05,2023,5,0.0,0.0,14.0,0.0,0.0,None,14.0,9,127,8,3
Chhattisgarh,Durg,Acute Diarrheal Disease,2023-08,2023,8,31.0,0.0,0.0,0.0,0.0,None,31.0,9,144,0,3
Chhattisgarh,Durg,Acute Diarrheal Disease,2023-09,2023,9,0.0,31.0,0.0,0.0,0.0,None,31.0,9,144,0,3
Chhattisgarh,Durg,Acute Diarrheal Disease,2023-10,2023,10,0.0,0.0,31.0,0.0,0.0,None,31.0,9,144,0,3
Chhattisgarh,Durg,Cholera,2023-09,2023,9,46.0,0.0,0.0,0.0,0.0,None,46.0,9,144,10,3
Chhattisgarh,Durg,Cholera,2023-10,2023,10,0.0,46.0,0.0,0.0,0.0,None,46.0,9,144,10,3
Chhattisgarh,Durg,Fever With Rash,2023-02,2023,2,31.0,0.0,0.0,0.0,0.0,None,31.0,9,144,18,3
Chhattisgarh,Durg,Fever With Rash,2023-03,2023,3,0.0,31.0,0.0,0.0,0.0,None,31.0,9,144,18,3
Chhattisgarh,Durg,Fever With Rash,2023-04,2023,4,0.0,0.0,31.0,0.0,0.0,None,31.0,9,144,18,3
Chhattisgarh,Janjgir - Champa,Acute Diarrheal Disease,2022-07,2022,7,16.0,0.0,0.0,0.0,0.0,None,16.0,9,214,0,3
Chhattisgarh,Janjgir - Champa,Acute Diarrheal Disease,2022-08,2022,8,0.0,16.0,0.0,0.0,0.0,None,16.0,9,214,0,3
Chhattisgarh,Janjgir - Champa,Acute Diarrheal Disease,2022-09,2022,9,0.0,0.0,16.0,0.0,0.0,None,16.0,9,214,0,3
Chhattisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-05,2022,5,33.0,0.0,0.0,0.0,0.0,None,33.0,9,215,0,3
Chhattisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-06,2022,6,0.0,33.0,0.0,0.0,22.0,Medium,33.0,9,215,0,2
Chhattisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-07,2022,7,22.0,0.0,33.0,0.0,0.0,None,55.0,9,215,0,3
Chhattisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-08,2022,8,0.0,22.0,0.0,33.0,0.0,None,22.0,9,215,0,3
Chhattisgarh,Janjgir Champa,Acute Diarrheal Disease,2022-09,2022,9,0.0,0.0,22.0,0.0,0.0,None,22.0,9,215,0,3
Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,2023-08,2023,8,24.0,0.0,0.0,0.0,22.0,Medium,24.0,9,216,0,2
Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,2023-09,2023,9,22.0,24.0,0.0,0.0,0.0,None,46.0,9,216,0,3
Chhattisgarh,Janjgir- Champa,Acute Diarrheal Disease,2023-10,2023,10,0.0,22.0,24.0,0.0,0.0,None,46.0,9,216,0,3
Chhattisgarh,Janjgir- Champa,Food Poisoning,2022-06,2022,6,53.0,0.0,0.0,0.0,0.0,None,53.0,9,216,19,3
Chhattisgarh,Janjgir- Champa,Food Poisoning,2022-07,2022,7,0.0,53.0,0.0,0.0,0.0,None,53.0,9,216,19,3
Chhattisgarh,Janjgir- Champa,Food Poisoning,2022-08,2022,8,0.0,0.0,53.0,0.0,0.0,None,53.0,9,216,19,3
Chhattisgarh,Janjgir-Champa,Chickenpox,2023-01,2023,1,11.0,0.0,0.0,0.0,0.0,None,11.0,9,217,8,3
Chhattisgarh,Janjgir-Champa,Chickenpox,2023-02,2023,2,0.0,11.0,0.0,0.0,0.0,None,11.0,9,217,8,3
Chhattisgarh,Janjgir-Champa,Chickenpox,2023-03,2023,3,0.0,0.0,11.0,0.0,0.0,None,11.0,9,217,8,3
Chhattisgarh,Jashpur,Acute Diarrheal Disease,2022-06,2022,6,12.0,0.0,0.0,0.0,0.0,None,12.0,9,218,0,3
Chhattisgarh,Jashpur,Acute Diarrheal Disease,2022-07,2022,7,0.0,12.0,0.0,0.0,0.0,None,12.0,9,218,0,3
Chhattisgarh,Jashpur,Acute Diarrheal Disease,2022-08,2022,8,0.0,0.0,12.0,0.0,0.0,None,12.0,9,218,0,3
Chhattisgarh,Kabirdham,Acute Diarrheal Disease,2023-10,2023,10,14.0,0.0,0.0,0.0,13.0,Low,14.0,9,228,0,1
Chhattisgarh,Kabirdham,Food Poisoning,2022-06,2022,6,9.0,0.0,0.0,0.0,0.0,None,9.0,9,228,19,3
