origin_district,origin_state,origin_lat,origin_lon,dest_district,dest_state,dest_lat,dest_lon
Allahabad,Uttar Pradesh,25.299888574258187,81.96480868683729,Mirzapur,Uttar Pradesh,24.987832665626005,82.6108876817457
Allahabad,Uttar Pradesh,25.299888574258187,81.96480868683729,Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368
Ambedkar Nagar,Uttar Pradesh,26.423722608453925,82.659825921167,Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057
Ambedkar Nagar,Uttar Pradesh,26.423722608453925,82.659825921167,Basti,Uttar Pradesh,26.789899668410747,82.60642135419012
Ambedkar Nagar,Uttar Pradesh,26.423722608453925,82.659825921167,Faizabad,Uttar Pradesh,26.63472235776941,82.07053532783905
Ambedkar Nagar,Uttar Pradesh,26.423722608453925,82.659825921167,Gorakhpur,Uttar Pradesh,26.62570471368813,83.35993155870968
Ambedkar Nagar,Uttar Pradesh,26.423722608453925,82.659825921167,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Auraiya,Uttar Pradesh,26.64988022874673,79.44951043977339,Etawah,Uttar Pradesh,26.7895429125904,79.08139024029637
Auraiya,Uttar Pradesh,26.64988022874673,79.44951043977339,Jalaun,Uttar Pradesh,26.096317574245553,79.3796837049126
Auraiya,Uttar Pradesh,26.64988022874673,79.44951043977339,Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743
Auraiya,Uttar Pradesh,26.64988022874673,79.44951043977339,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057,Ghazipur,Uttar Pradesh,25.624729182599346,83.54762871460241
Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057,Gorakhpur,Uttar Pradesh,26.62570471368813,83.35993155870968
Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057,Jaunpur,Uttar Pradesh,25.749178198859855,82.56705604641478
Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057,Mau,Uttar Pradesh,26.035396670949577,83.50281805566203
Azamgarh,Uttar Pradesh,26.05523835636948,83.04119512160057,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Bareilly,Uttar Pradesh,28.45553053370784,79.41114725800377
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Bulandshahr,Uttar Pradesh,28.366702285525555,77.99918677657077
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Etah,Uttar Pradesh,27.634628517387437,78.7615879835686
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187
