origin_district,origin_state,origin_lat,origin_lon,dest_district,dest_state,dest_lat,dest_lon
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Moradabad,Uttar Pradesh,28.760647497899765,78.70200410916733
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Rampur,Uttar Pradesh,28.8015821620597,79.09400176101757
Badaun,Uttar Pradesh,28.121359415303893,78.93494366559806,Shahjahanpur,Uttar Pradesh,27.98172202103964,79.83424658866316
Bahraich,Uttar Pradesh,27.741471765232436,81.41261747257855,Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766
Bahraich,Uttar Pradesh,27.741471765232436,81.41261747257855,Gonda,Uttar Pradesh,27.087736048093035,82.01252589793293
Bahraich,Uttar Pradesh,27.741471765232436,81.41261747257855,Sitapur,Uttar Pradesh,27.523179187983924,80.8469575728298
Ballia,Uttar Pradesh,25.877455234313935,84.09685780770927,Deoria,Uttar Pradesh,26.42546561453815,83.8273735761447
Ballia,Uttar Pradesh,25.877455234313935,84.09685780770927,Ghazipur,Uttar Pradesh,25.624729182599346,83.54762871460241
Ballia,Uttar Pradesh,25.877455234313935,84.09685780770927,Mau,Uttar Pradesh,26.035396670949577,83.50281805566203
Balrampur,Uttar Pradesh,27.487147091861015,82.36882357374115,Shravasti,Uttar Pradesh,27.67840997043494,81.81582689547344
Banda,Uttar Pradesh,25.471200219519297,80.55262669046151,Chitrakoot,Uttar Pradesh,25.20893582513079,81.08126404645769
Banda,Uttar Pradesh,25.471200219519297,80.55262669046151,Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854
Banda,Uttar Pradesh,25.471200219519297,80.55262669046151,Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406
Banda,Uttar Pradesh,25.471200219519297,80.55262669046151,Mahoba,Uttar Pradesh,25.352393213339298,79.69269273903875
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Faizabad,Uttar Pradesh,26.63472235776941,82.07053532783905
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Gonda,Uttar Pradesh,27.087736048093035,82.01252589793293
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Lucknow,Uttar Pradesh,26.8466970850715,80.8970040696172
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Sitapur,Uttar Pradesh,27.523179187983924,80.8469575728298
Bara Banki,Uttar Pradesh,26.916742392945974,81.37166054100766,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Bareilly,Uttar Pradesh,28.45553053370784,79.41114725800377,Pilibhit,Uttar Pradesh,28.54777961797384,79.95036411522611
Bareilly,Uttar Pradesh,28.45553053370784,79.41114725800377,Rampur,Uttar Pradesh,28.8015821620597,79.09400176101757
Bareilly,Uttar Pradesh,28.45553053370784,79.41114725800377,Shahjahanpur,Uttar Pradesh,27.98172202103964,79.83424658866316
Bareilly,Uttar Pradesh,28.45553053370784,79.41114725800377,Udham Singh Nagar,Uttaranchal,29.042984643962463,79.49917363397803
Basti,Uttar Pradesh,26.789899668410747,82.60642135419012,Faizabad,Uttar Pradesh,26.63472235776941,82.07053532783905
Basti,Uttar Pradesh,26.789899668410747,82.60642135419012,Gonda,Uttar Pradesh,27.087736048093035,82.01252589793293
Basti,Uttar Pradesh,26.789899668410747,82.60642135419012,Siddharth Nagar,Uttar Pradesh,27.232808413402108,82.86031908082087
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Meerut,Uttar Pradesh,29.041639951706518,77.78360281389666
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Moradabad,Uttar Pradesh,28.760647497899765,78.70200410916733
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Muzaffarnagar,Uttar Pradesh,29.444386502481834,77.5807900816492
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Haridwar,Uttaranchal,29.877275921502928,77.98869610659844
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Naini Tal,Uttaranchal,29.31677423744016,79.4550328758182
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Bijnor,Uttar Pradesh,29.392817353917444,78.38678404780207,Udham Singh Nagar,Uttaranchal,29.042984643962463,79.49917363397803
Bulandshahr,Uttar Pradesh,28.366702285525555,77.99918677657077,Gautam Buddha Nagar,Uttar Pradesh,28.39576484665022,77.53741377947765
Bulandshahr,Uttar Pradesh,28.366702285525555,77.99918677657077,Ghaziabad,Uttar Pradesh,28.74459355154626,77.69617620942317
Bulandshahr,Uttar Pradesh,28.366702285525555,77.99918677657077,Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187
Chandauli,Uttar Pradesh,25.139467412043295,83.25276015071769,Ghazipur,Uttar Pradesh,25.624729182599346,83.54762871460241
Chandauli,Uttar Pradesh,25.139467412043295,83.25276015071769,Mirzapur,Uttar Pradesh,24.987832665626005,82.6108876817457
Chandauli,Uttar Pradesh,25.139467412043295,83.25276015071769,Sonbhadra,Uttar Pradesh,24.403573943893708,83.04554878287345
Chitrakoot,Uttar Pradesh,25.20893582513079,81.08126404645769,Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854
Chitrakoot,Uttar Pradesh,25.20893582513079,81.08126404645769,Kaushambi,Uttar Pradesh,25.49152065981116,81.4589687986993
Deoria,Uttar Pradesh,26.42546561453815,83.8273735761447,Gorakhpur,Uttar Pradesh,26.62570471368813,83.35993155870968
Deoria,Uttar Pradesh,26.42546561453815,83.8273735761447,Kushinagar,Uttar Pradesh,26.864662494011533,83.92526576973943
Deoria,Uttar Pradesh,26.42546561453815,83.8273735761447,Mau,Uttar Pradesh,26.035396670949577,83.50281805566203
Etah,Uttar Pradesh,27.634628517387437,78.7615879835686,Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091
Etah,Uttar Pradesh,27.634628517387437,78.7615879835686,Firozabad,Uttar Pradesh,27.206010033686844,78.45673911905894
Etah,Uttar Pradesh,27.634628517387437,78.7615879835686,Mainpuri,Uttar Pradesh,27.186443188716297,79.04400700932095
Etawah,Uttar Pradesh,26.7895429125904,79.08139024029637,Firozabad,Uttar Pradesh,27.206010033686844,78.45673911905894
Etawah,Uttar Pradesh,26.7895429125904,79.08139024029637,Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743
Etawah,Uttar Pradesh,26.7895429125904,79.08139024029637,Mainpuri,Uttar Pradesh,27.186443188716297,79.04400700932095
Faizabad,Uttar Pradesh,26.63472235776941,82.07053532783905,Gonda,Uttar Pradesh,27.087736048093035,82.01252589793293
Faizabad,Uttar Pradesh,26.63472235776941,82.07053532783905,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091,Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195
Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091,Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743
Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091,Mainpuri,Uttar Pradesh,27.186443188716297,79.04400700932095
Farrukhabad,Uttar Pradesh,27.436304978353977,79.45148707173091,Shahjahanpur,Uttar Pradesh,27.98172202103964,79.83424658866316
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Kaushambi,Uttar Pradesh,25.49152065981116,81.4589687986993
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435
Fatehpur,Uttar Pradesh,25.877881138024875,80.79821480689854,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Firozabad,Uttar Pradesh,27.206010033686844,78.45673911905894,Mainpuri,Uttar Pradesh,27.186443188716297,79.04400700932095
Firozabad,Uttar Pradesh,27.206010033686844,78.45673911905894,Mathura,Uttar Pradesh,27.60062115372789,77.62079786926368
Gautam Buddha Nagar,Uttar Pradesh,28.39576484665022,77.53741377947765,Ghaziabad,Uttar Pradesh,28.74459355154626,77.69617620942317
Ghaziabad,Uttar Pradesh,28.74459355154626,77.69617620942317,Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187
Ghaziabad,Uttar Pradesh,28.74459355154626,77.69617620942317,Meerut,Uttar Pradesh,29.041639951706518,77.78360281389666
Ghazipur,Uttar Pradesh,25.624729182599346,83.54762871460241,Jaunpur,Uttar Pradesh,25.749178198859855,82.56705604641478
Ghazipur,Uttar Pradesh,25.624729182599346,83.54762871460241,Mau,Uttar Pradesh,26.035396670949577,83.50281805566203
Gonda,Uttar Pradesh,27.087736048093035,82.01252589793293,Siddharth Nagar,Uttar Pradesh,27.232808413402108,82.86031908082087
Gorakhpur,Uttar Pradesh,26.62570471368813,83.35993155870968,Kushinagar,Uttar Pradesh,26.864662494011533,83.92526576973943
Gorakhpur,Uttar Pradesh,26.62570471368813,83.35993155870968,Mau,Uttar Pradesh,26.035396670949577,83.50281805566203
Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406,Jalaun,Uttar Pradesh,26.096317574245553,79.3796837049126
Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406,Jhansi,Uttar Pradesh,25.510592085229856,78.94644493202475
Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Hamirpur,Uttar Pradesh,25.73655827864876,79.87068919605406,Mahoba,Uttar Pradesh,25.352393213339298,79.69269273903875
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Lakhimpur Kheri,Uttar Pradesh,28.127596839770415,80.65653951669593
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Lucknow,Uttar Pradesh,26.8466970850715,80.8970040696172
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Shahjahanpur,Uttar Pradesh,27.98172202103964,79.83424658866316
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Sitapur,Uttar Pradesh,27.523179187983924,80.8469575728298
Hardoi,Uttar Pradesh,27.334387629971754,80.1524921138195,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Jalaun,Uttar Pradesh,26.096317574245553,79.3796837049126,Jhansi,Uttar Pradesh,25.510592085229856,78.94644493202475
Jalaun,Uttar Pradesh,26.096317574245553,79.3796837049126,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Jaunpur,Uttar Pradesh,25.749178198859855,82.56705604641478,Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368
Jaunpur,Uttar Pradesh,25.749178198859855,82.56705604641478,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Jhansi,Uttar Pradesh,25.510592085229856,78.94644493202475,Lalitpur,Uttar Pradesh,24.65798799206606,78.55536209547056
Jhansi,Uttar Pradesh,25.510592085229856,78.94644493202475,Mahoba,Uttar Pradesh,25.352393213339298,79.69269273903875
Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187,Meerut,Uttar Pradesh,29.041639951706518,77.78360281389666
Jyotiba Phule Nagar,Uttar Pradesh,28.843397313928552,78.34914672262187,Moradabad,Uttar Pradesh,28.760647497899765,78.70200410916733
Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743,Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275
Kannauj,Uttar Pradesh,27.01770597606357,79.67846090844743,Mainpuri,Uttar Pradesh,27.186443188716297,79.04400700932095
Kanpur Dehat,Uttar Pradesh,26.428022088298288,79.95379674507275,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Kanpur,Uttar Pradesh,26.380293046133563,80.3210334444798,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Kaushambi,Uttar Pradesh,25.49152065981116,81.4589687986993,Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368
Kaushambi,Uttar Pradesh,25.49152065981116,81.4589687986993,Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435
Lakhimpur Kheri,Uttar Pradesh,28.127596839770415,80.65653951669593,Pilibhit,Uttar Pradesh,28.54777961797384,79.95036411522611
Lakhimpur Kheri,Uttar Pradesh,28.127596839770415,80.65653951669593,Shahjahanpur,Uttar Pradesh,27.98172202103964,79.83424658866316
Lucknow,Uttar Pradesh,26.8466970850715,80.8970040696172,Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435
Lucknow,Uttar Pradesh,26.8466970850715,80.8970040696172,Sitapur,Uttar Pradesh,27.523179187983924,80.8469575728298
Lucknow,Uttar Pradesh,26.8466970850715,80.8970040696172,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Meerut,Uttar Pradesh,29.041639951706518,77.78360281389666,Muzaffarnagar,Uttar Pradesh,29.444386502481834,77.5807900816492
Mirzapur,Uttar Pradesh,24.987832665626005,82.6108876817457,Sonbhadra,Uttar Pradesh,24.403573943893708,83.04554878287345
Moradabad,Uttar Pradesh,28.760647497899765,78.70200410916733,Rampur,Uttar Pradesh,28.8015821620597,79.09400176101757
Moradabad,Uttar Pradesh,28.760647497899765,78.70200410916733,Udham Singh Nagar,Uttaranchal,29.042984643962463,79.49917363397803
Muzaffarnagar,Uttar Pradesh,29.444386502481834,77.5807900816492,Saharanpur,Uttar Pradesh,29.9546809343572,77.53533550621955
Muzaffarnagar,Uttar Pradesh,29.444386502481834,77.5807900816492,Haridwar,Uttaranchal,29.877275921502928,77.98869610659844
Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368,Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435
Pratapgarh,Uttar Pradesh,25.876421560587275,81.82248512407368,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435,Sultanpur,Uttar Pradesh,26.278957309063514,82.01081447354706
Rae Bareli,Uttar Pradesh,26.233342959368255,81.22216023118435,Unnao,Uttar Pradesh,26.614339767090982,80.54996016527315
Rampur,Uttar Pradesh,28.8015821620597,79.09400176101757,Udham Singh Nagar,Uttaranchal,29.042984643962463,79.49917363397803
Saharanpur,Uttar Pradesh,29.9546809343572,77.53533550621955,Dehra Dun,Uttaranchal,30.46861251636745,77.9597518543377
Saharanpur,Uttar Pradesh,29.9546809343572,77.53533550621955,Haridwar,Uttaranchal,29.877275921502928,77.98869610659844
Sant Ravi Das Nagar,Uttar Pradesh,25.350984828997447,82.45564937241065,Varanasi,Uttar Pradesh,25.390631071711987,82.90902975239322
Almora,Uttaranchal,29.695168977497286,79.48897000026086,Chamoli,Uttaranchal,30.49854253927748,79.55834795586017
Almora,Uttaranchal,29.695168977497286,79.48897000026086,Naini Tal,Uttaranchal,29.31677423744016,79.4550328758182
Almora,Uttaranchal,29.695168977497286,79.48897000026086,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Almora,Uttaranchal,29.695168977497286,79.48897000026086,Pithoragarh,Uttaranchal,30.11188981067935,80.33363301881029
Chamoli,Uttaranchal,30.49854253927748,79.55834795586017,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Chamoli,Uttaranchal,30.49854253927748,79.55834795586017,Pithoragarh,Uttaranchal,30.11188981067935,80.33363301881029
Chamoli,Uttaranchal,30.49854253927748,79.55834795586017,Uttarkashi,Uttaranchal,30.978202900259397,78.58918538158933
Dehra Dun,Uttaranchal,30.46861251636745,77.9597518543377,Haridwar,Uttaranchal,29.877275921502928,77.98869610659844
Dehra Dun,Uttaranchal,30.46861251636745,77.9597518543377,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Dehra Dun,Uttaranchal,30.46861251636745,77.9597518543377,Tehri Garhwal,Uttaranchal,30.442852059116866,78.56981907509709
Dehra Dun,Uttaranchal,30.46861251636745,77.9597518543377,Uttarkashi,Uttaranchal,30.978202900259397,78.58918538158933
Haridwar,Uttaranchal,29.877275921502928,77.98869610659844,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Naini Tal,Uttaranchal,29.31677423744016,79.4550328758182,Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065
Pauri Garhwal,Uttaranchal,29.898658874291776,78.75665364758065,Tehri Garhwal,Uttaranchal,30.442852059116866,78.56981907509709
Tehri Garhwal,Uttaranchal,30.442852059116866,78.56981907509709,Uttarkashi,Uttaranchal,30.978202900259397,78.58918538158933
Bankura,West Bengal,23.13820734625087,87.12996628808149,Barddhaman,West Bengal,23.42533183817632,87.76325389393901
Bankura,West Bengal,23.13820734625087,87.12996628808149,Hugli,West Bengal,22.881569471375837,88.07587628104967
Bankura,West Bengal,23.13820734625087,87.12996628808149,West Midnapore,West Bengal,22.41042309898121,87.26240707074366
Barddhaman,West Bengal,23.42533183817632,87.76325389393901,Birbhum,West Bengal,23.95173034772546,87.66158609397857
Barddhaman,West Bengal,23.42533183817632,87.76325389393901,Hugli,West Bengal,22.881569471375837,88.07587628104967
Barddhaman,West Bengal,23.42533183817632,87.76325389393901,Murshidabad,West Bengal,24.161446725058173,88.22706570124885
Barddhaman,West Bengal,23.42533183817632,87.76325389393901,Nadia,West Bengal,23.47628923260335,88.5164731411349
Barddhaman,West Bengal,23.42533183817632,87.76325389393901,Puruliya,West Bengal,23.27498876753157,86.41264960246801
Dakshin Dinajpur,West Bengal,25.36157007730975,88.592553021994,Maldah,West Bengal,25.135699334790658,88.08771387636537
East Midnapore,West Bengal,22.026699374472678,87.77433474734008,Haora,West Bengal,22.523696550001013,88.06455081582332
Haora,West Bengal,22.523696550001013,88.06455081582332,North 24 Parganas,West Bengal,22.462951295956383,88.77822373084626
Hugli,West Bengal,22.881569471375837,88.07587628104967,Nadia,West Bengal,23.47628923260335,88.5164731411349
Hugli,West Bengal,22.881569471375837,88.07587628104967,North 24 Parganas,West Bengal,22.462951295956383,88.77822373084626
Hugli,West Bengal,22.881569471375837,88.07587628104967,West Midnapore,West Bengal,22.41042309898121,87.26240707074366
Jalpaiguri,West Bengal,26.66263192619154,89.08069706973639,Kochbihar,West Bengal,26.292298992219465,89.34952752719447
Kolkata,West Bengal,22.551729628037503,88.35233742774899,North 24 Parganas,West Bengal,22.462951295956383,88.77822373084626
Murshidabad,West Bengal,24.161446725058173,88.22706570124885,Nadia,West Bengal,23.47628923260335,88.5164731411349
Nadia,West Bengal,23.47628923260335,88.5164731411349,North 24 Parganas,West Bengal,22.462951295956383,88.77822373084626
Puruliya,West Bengal,23.27498876753157,86.41264960246801,West Midnapore,West Bengal,22.41042309898121,87.26240707074366
