Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14
PB/SAS/2023/25/598,Punjab,S.A.S Nagar,Acute Diarrheal Disease,91,00,16-06-2023,19-06-2023,Under Control,,"Cases reported from village Dheere Majra,",,3934934481693388430.pdf
TN/CMB/2023/25/599,Tamil Nadu,Coimbatore,Acute Diarrheal Disease,19,00,23-06-2023,24-06-2023,Under Control,,"Cases reported from HUD – Coimbatlore,",,3934934481693388430.pdf
TN/SIV/2023/25/600,Tamil Nadu,Sivaganga,Jaundice,12,00,22-06-2023,23-06-2023,Under Control,,"Cases reported from HUD – Sivagangai, Block",,3934934481693388430.pdf
UP/BBN/2023/25/601,Uttar Pradesh,Barabanki,Acute Gastroenteritis,35,00,22-06-2023,24-06-2023,Under Control,,Cases reported from from Village Kiwadi,,3934934481693388430.pdf
UP/VRN/2023/25/602,Uttar Pradesh,Bhadohi,Acute Diarrheal Disease,11,00,21-06-2023,22-06-2023,Under Control,,"Cases reported from Village Surhan, SC",,3934934481693388430.pdf
AN/SAN/2023/33/951,Andaman & Nicobar Islands,South Andaman’s,Acute Diarrheal Disease,18,00,18-08-23,18-08-23,Under Control,,Cases reported from PHC Garacharma,,33666127771697525084.pdf,
AS/CCR/2023/33/952,Assam,Cachar,Japanese Encephalitis,01,01,12-08-23,14-08-23,Under Surveillance,,"Cases were reported from an Urban PHC, Sub-",,33666127771697525084.pdf,
AS/DHE/2023/33/953,Assam,Dhemaji,Acute Diarrheal Disease,07,00,17-08-23,17-08-23,Under Surveillance,,"Cases were reported from Chenaichuk HWC,",,33666127771697525084.pdf,
AS/GLP/2023/33/954,Assam,Goalpara,Food Poisoning,03,01,14-08-23,14-08-23,Under Surveillance,,"Cases were reported from AGIA BPHC ,",,33666127771697525084.pdf,
AS/KAD/2023/33/955,Assam,Karbi Anglong,Acute Diarrheal Disease,14,00,17-08-23,17-08-23,Under Surveillance,,"Cases reported from Ronglonjon village, Natun",,33666127771697525084.pdf,
AS/DHU/2023/33/956,Assam,South Salmar Mancachar,Food Poisoning,05,00,13-08-23,14-08-23,Under Surveillance,,Cases were reported from village Kuchnimara,,33666127771697525084.pdf,
BH/JAM/2023/33/957,Bihar,Jamui,Fever with Rash,07,00,14-08-23,14-08-23,Under Surveillance,,"Cases were reported from Village: Tola Jamuni,",,33666127771697525084.pdf,
BH/PTN/2023/33/958,Bihar,Patna,Acute Diarrheal Disease,11,00,19-08-23,19-08-23,Under Surveillance,,Cases were reported from Village Semhari,,33666127771697525084.pdf,
CT/BJP/2023/33/959,Chhattisgarh,Bijapur,Chickenpox,10,00,17-08-23,17-08-23,Under Control,,"Cases reported from Kanya Ashram, Village",,33666127771697525084.pdf,
CT/BLS/2023/33/960,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,15,00,13-08-23,17-08-23,Under Control,,Cases reported from Block Bilha Village Kuwa.,,33666127771697525084.pdf,
DL/DLS/2023/33/961,Delhi,South Delhi,Dengue,40,00,17-08-23,18-08-23,Under Surveillance,,"Cases reported from South Asian University,",,33666127771697525084.pdf,
GJ/DAH/2023/33/962,Gujarat,Dohad,Food Poisoning,23,00,19-08-23,20-08-23,Under Control,,Cases reported from UPHC-1 Garkhaya &,,33666127771697525084.pdf,
GJ/PAT/2023/33/963,Gujarat,Patan,Hepatitis A,18,00,19-08-23,19-08-23,Under Control,,"Case Reported From Vanagvado Vistar Patan,",,33666127771697525084.pdf,
GJ/SRD/2023/33/964,Gujarat,Surendranagar,Acute Diarrheal Disease,119,00,15-08-23,15-08-23,Under Control,,Cases reported from a Naynaba Jadeja Kanya,,33666127771697525084.pdf,
HR/KMN/2023/33/965,Haryana,Karnal,Scrub Typhus,28,00,10-08-23,16-08-23,Under Surveillance,,Cases reported from Hakikat Nagar and Shastri,,33666127771697525084.pdf,
JK/ANG/2023/33/966,Jammu and Kashmir,Anantnag,Mumps,65,00,19-08-23,19-08-23,Under Control,,Cases of mumps reported from Govt Primary,,33666127771697525084.pdf,
JK/KWR/2023/33/967,Jammu and Kashmir,Kupwara,Chickenpox,07,00,19-07-23,19-08-23,Under Control,,Cases reported from School Govt. UPS Kashta,,33666127771697525084.pdf,
JK/KWR/2023/33/968,Jammu and Kashmir,Kupwara,Chickenpox,17,00,19-07-23,19-08-23,Under Control,,Cases reported from Govt. Middle School,,33666127771697525084.pdf,
JK/KWR/2023/33/969,Jammu and Kashmir,Kupwara,Chickenpox,20,00,16-08-23,17-08-23,Under Control,,Cases reported from School Govt. Upper,,33666127771697525084.pdf,
JK/PWM/2023/33/970,Jammu and Kashmir,Pulwama,Hepatitis A,12,00,16-08-23,16-08-23,Under Control,,Cases of jaundice reported from MAC (Medical,,33666127771697525084.pdf,
JK/SHP/2023/33/971,Jammu and Kashmir,Shopian,Measles,06,00,19-08-23,19-08-23,Under Control,,Cases of measles reported from Village Cheki,,33666127771697525084.pdf,
JK/SHP/2023/33/972,Jammu and Kashmir,Shopian,Hepatitis A,09,00,18-08-23,18-08-23,Under Control,,Cases of jaundice reported from the Islamic,,33666127771697525084.pdf,
JK/SNR/2023/33/973,Jammu and Kashmir,Srinagar,Mumps,16,00,18-08-23,18-08-23,Under Control,,"Cases of mumps reported from GMS Boys,",,33666127771697525084.pdf,
JH/CHA/2023/33/974,Jharkhand,Chatra,Acute Diarrheal Disease,12,00,18-08-23,19-08-23,Under Surveillance,,"Cases were reported from Village Bakhardih,",,33666127771697525084.pdf,
JH/WSI/2023/33/975,Jharkhand,West Singhbhum,Acute Diarrheal Disease,05,00,19-08-23,19-08-23,Under Surveillance,,"Cases were reported from Village Roro, Sub-",,33666127771697525084.pdf,
KN/CKR/2023/33/976,Karnataka,Chikkaballapura,Food Poisoning,29,00,16-08-23,17-08-23,Under Surveillance,,"Cases reported From a Balaka Vasathi Nilaya,",,33666127771697525084.pdf,
KN/MYS/2023/33/977,Karnataka,Mysuru,Mumps,06,00,17-08-23,17-08-23,Under Surveillance,,"Cases reported from Govt LPS, Kumbara",,33666127771697525084.pdf,
KN/VIJ/2023/33/978,Karnataka,Vijayapura,Acute Diarrheal Disease,41,00,15-08-23,15-08-23,Under Control,,Cases reported from Govt High School,,33666127771697525084.pdf,
KL/ERN/2023/33/979,Kerala,Ernakulam,Dengue,19,00,10-08-23,22-08-23,Under Control,,"Cases reported from Village Thrikkara,",,33666127771697525084.pdf,
KL/MLP/2023/33/980,Kerala,Malappuram,Dengue,24,00,13-08-23,15-08-23,Under Surveillance,,"Cases reported from Village Tanur, PHC/CHC",,33666127771697525084.pdf,
MP/CDW/2023/33/981,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,44,00,13-07-23,16-08-23,Under Control,,Cases reported from PHC Lohangi. Cases,,33666127771697525084.pdf,
MP/DMO/2023/33/982,Madhya Pradesh,Damoh,Acute Diarrheal Disease,50,01,10-08-23,18-08-23,Under Surveillance,,"Cases reported from Village Pali, HWC Pali,",,33666127771697525084.pdf,
MP/MNA/2023/33/983,Madhya Pradesh,Morena,Dengue,44,00,16-08-23,17-08-23,Under Surveillance,,"Cases were reported from CHC Pahargarh,",,33666127771697525084.pdf,
MH/BED/2023/33/984,Maharashtra,Beed,Suspected Dengue Fever,17,01,17-08-23,17-08-23,Under Surveillance,,"Cases reported from District – Beed, Block –",,33666127771697525084.pdf,
MH/BED/2023/33/985,Maharashtra,Beed,Suspected Dengue Fever,07,01,17-08-23,17-08-23,Under Surveillance,,"Cases reported from District –Beed, Block –",,33666127771697525084.pdf,
MH/GAD/2023/33/986,Maharashtra,Gadchiroli,Malaria,02,01,18-08-23,19-08-23,Under Control,,"Cases were reported from Village: Kawadikasa,",,33666127771697525084.pdf,
MH/GAD/2023/33/987,Maharashtra,Gadchiroli,Dengue,34,00,17-08-23,18-08-23,Under Control,,"Cases were reported from Moyabinpeta TR,",,33666127771697525084.pdf,
MH/GAD/2023/33/988,Maharashtra,Gadchiroli,Dengue,11,00,17-08-23,18-08-23,Under Control,,"Cases were reported from Mahagaon bu. TR,",,33666127771697525084.pdf,
MH/JLN/2023/33/989,Maharashtra,Jalna,Suspected Dengue Fever,05,01,12-08-23,18-08-23,Under Control,,"Cases were reported from urban area of Jalna,",,33666127771697525084.pdf,
MH/THN/2023/33/990,Maharashtra,Thane,Leptospirosis,01,01,15-08-23,18-08-23,Under Control,,"Cases were reported from Jupiter hospital, Sub-",,33666127771697525084.pdf,
MN/TAM/2023/33/991,Manipur,Tamenglong,Acute Diarrheal Disease,24,00,12-08-23,20-08-23,Under Control,,"Cases reported from Mandeu Village, Tousem",,33666127771697525084.pdf,
MZ/AIZ/2023/33/992,Mizoram,Hnahthial,Food poisoning,23,00,13-08-23,18-08-23,Under Control,,Cases reported from Cherhlun village. Cases,,33666127771697525084.pdf,
MZ/MAM/2023/33/993,Mizoram,Mamit,Food poisoning,63,00,10-08-23,18-08-23,Under Control,,Cases reported from Darlak village. Cases,,33666127771697525084.pdf,
NG/PER/2023/33/994,Nagaland,Peren,Acute Diarrheal Disease,12,00,14-08-23,14-08-23,Under Surveillance,,Cases reported from CHC Jalukie under Peren,,33666127771697525084.pdf,
OR/BSR/2023/33/995,Odisha,Balasore,Mushroom Poisoning,11,00,16-08-23,16-08-23,Under Control,,"Cases reported from Nalpur, Olanda, Sargaon.",,33666127771697525084.pdf,
OR/SBP/2023/33/996,Odisha,Sambalpur,Acute Diarrheal Disease,32,00,13-08-23,16-08-23,Under Control,,"Cases reported from Sadar, Maneswar. Cases",,33666127771697525084.pdf,
OR/SUN/2023/33/997,Odisha,Sundargarh,Malaria,22,00,11-08-23,14-08-23,Under Control,,"Cases reported from Rajganagpur, Panposh,",,33666127771697525084.pdf,
TN/AIR/2023/33/998,Tamil Nadu,Ariyalur,Mumps,10,00,15-08-23,17-08-23,Under Control,,"Cases reported from Govt Middle School ,",,33666127771697525084.pdf,
TN/ERO/2023/33/999,Tamil Nadu,Erode,Animal Bite - Dog Bite,13,00,18-08-23,19-08-23,Under Control,,"Cases reported from HUD – Erode, Block –",,33666127771697525084.pdf,
TN/TNJ/2023/33/1000,Tamil Nadu,Thanjavur,Diphtheria,04,00,15-08-23,18-08-23,Under Surveillance,,"Cases reported from HUD – Thanjavur, Block",,33666127771697525084.pdf,
TN/TPL/2023/33/1001,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,41,00,17-08-23,18-08-23,Under Control,,Cases reported from indiragandhi College,,33666127771697525084.pdf,
TN/VIL/2023/33/1002,Tamil Nadu,Villupuram,Acute Diarrheal Disease,52,00,19-08-23,19-08-23,Under Control,,"Cases were reported from HUD - Villupuram,",,33666127771697525084.pdf,
UP/FAT/2023/33/1003,Uttar Pradesh,Fatehpur,Dengue,08,00,14-08-23,16-08-23,Under Surveillance,,"Cases of fever reported from Village Bahrauli,",,33666127771697525084.pdf,
UP/KHI/2023/33/1004,Uttar Pradesh,Kaushambi,Food Poisoning,13,00,16-08-23,18-08-23,Under Control,,"Cases of loose motion, vomiting and abdominal",,33666127771697525084.pdf,
UP/MRZ/2023/33/1005,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,15,00,18-08-23,18-08-23,Under Surveillance,,Cases of loose motion and vomiting reported,,33666127771697525084.pdf,
UP/MRZ/2023/33/1006,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,27,00,16-08-23,16-08-23,Under Control,,Cases of loose motion and vomiting reported,,33666127771697525084.pdf,
UP/MRZ/2023/33/1007,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,20,00,10-08-23,16-08-23,Under Control,,Cases of loose motion and vomiting reported,,33666127771697525084.pdf,
WB/PRL/2023/33/1008,West Bengal,Purulia,Acute Diarrheal Disease,12,00,16-08-23,17-08-23,Under Surveillance,,Cases reported from Karadih hamlet under,,33666127771697525084.pdf,
AR/WGO/2023/33/1009,Andhra Pradesh,Eluru,Acute Diarrheal Disease,93,00,04-08-23,,,Under Control,,"Cases reported from Village – Lakshmipuram, Mandal –",,33666127771697525084.pdf
CT/CHD/2023/33/1010,Chandigarh,Chandigarh,Cholera,16,00,15-07-23,,,Under Control,,"Cases reported from Block: Palaora (Village of UT, at border",,33666127771697525084.pdf
KL/THI/2023/33/1011,Kerala,Thiruvanantha puram,Hepatitis A,07,00,03-08-23,,,Under Surveillance,,"Cases reported from Village Pirappancode, PHC/CHC Manikkal,",,33666127771697525084.pdf
KL/PLK/2023/33/1012,Kerala,Palakkad,Jaundice,07,00,06-08-23,Under Surveillance,,"Cases reported from Village Pattithara, PHC/CHC Pattithara,",,33666127771697525084.pdf,,
KL/TRC/2023/33/1013,Kerala,Thrissur,Hepatitis A,13,00,30-07-23,Under Surveillance,,"Cases reported from Village Thrissur Corporation, PHC/CHC",,33666127771697525084.pdf,,
MP/INR/2023/33/1014,Madhya Pradesh,Indore,Chikungunya,09,00,08-08-23,Under Control,,"Cases reported from UPHC Rajendra Nagar, Sub-District Indore,",,33666127771697525084.pdf,,
RJ/DPR/2023/33/1015,Rajasthan,Dholpur,Acute Diarrheal Disease,56,00,05-08-23,Under Control,,"Cases reported from Pahariya Basti Village, Madhopura. Cases",,33666127771697525084.pdf,,
UP/BAL/2023/33/1016,Uttar Pradesh,Ballia,Scrub Typhus,14,00,05-08-23,Under Control,,"Cases of fever reported from Village Haibatpur, PHC Vaina,",,33666127771697525084.pdf,,
UP/KNR/2023/33/1017,Uttar Pradesh,Kanpur Dehat,Malaria,60,00,08-08-23,Under Surveillance,,"Cases of fever reported Village Godepur, PHC Gujrai, Sub-",,33666127771697525084.pdf,,
AR/PPM/2023/34/1018,Arunachal Pradesh,Papumpare,Scrub Typhus,7,0,21-08-23,21-08-23,Under Surveillance,,"Cases were reported from Village Sango, Sub-",,1036560991697701673.pdf
AR/TWN/2023/34/1019,Arunachal Pradesh,Tawang,Scrub Typhus,5,2,22-08-23,22-08-23,Under Surveillance,,Cases were reported from Dudungkhar and,,1036560991697701673.pdf
AS/KMR/2023/34/1020,Assam,Kamrup,Acute Diarrheal Disease,24,0,22-08-23,23-08-23,Under Surveillance,,Cases were reported from Village,,1036560991697701673.pdf
BH/ARN/2023/34/1021,Bihar,Aurangabad,Acute Diarrheal Disease,19,0,21-08-23,23-08-23,Under Surveillance,,"Cases were reported from village Tendua, Sub-",,1036560991697701673.pdf
BH/JAH/2023/34/1022,Bihar,Jehanabad,Acute Diarrheal Disease,15,0,22-08-23,24-08-23,Under Surveillance,,"Cases were reported from Village Utra Patti,",,1036560991697701673.pdf
BH/MBN/2023/34/1023,Bihar,Madhubani,Acute Diarrheal Disease,11,1,26-08-23,27-08-23,Under Surveillance,,"Cases were reported from Village Kaithania,",,1036560991697701673.pdf
CH/BLD/2023/34/1024,Chhattisgarh,Balod,Acute Diarrheal Disease,22,0,21-08-23,21-08-23,Under Control,,"Cases were reported from Village Mujgahan,",,1036560991697701673.pdf
CH/RGR/2023/34/1025,Chhattisgarh,Raigarh,Dengue,14,0,18-08-23,22-08-23,Under Surveillance,,Cases were reported from Old Police line and,,1036560991697701673.pdf
CH/SRR/2023/34/1026,Chhattisgarh,Surajpur,Acute Diarrheal Disease,20,0,25-08-23,25-08-23,Under Surveillance,,Cases were reported from Sub-District,,1036560991697701673.pdf
JH/SHP/2023/34/1027,Jammu and Kashmir,Shopian,Mumps,6,0,24-08-23,25-08-23,Under Surveillance,,Cases were reported from Alamdar public,,1036560991697701673.pdf
JH/SNR/2023/34/1028,Jammu and Kashmir,Srinagar,Mumps,13,0,22-08-23,22-08-23,Under Surveillance,,Cases were reported from Green Land,,1036560991697701673.pdf
KN/BEL/2023/34/1029,Karnataka,Ballari,Leptospirosis,11,0,21-08-23,21-08-23,Under Surveillance,,Cases were reported from Village Krishna,,1036560991697701673.pdf
KN/BAU/2023/34/1030,Karnataka,Bengaluru Urban,Chikungunya,8,0,24-08-23,25-08-23,Under Surveillance,,"Cases were reported from ward no 11,",,1036560991697701673.pdf
KN/YDI/2023/34/1031,Karnataka,Yadgir,Cholera,19,0,22-08-23,23-08-23,Under Surveillance,,"Cases were reported from Village Gajarkot,",,1036560991697701673.pdf
KL/ERN/2023/34/1032,Kerala,Ernakulam,Acute Diarrheal Disease,42,00,25-08-23,26-08-23,Under Control,,Cases reported from Green valley Public,,1036560991697701673.pdf
KL/TRC/2023/34/1033,Kerala,Thrissur,Typhoid,37,00,19-08-23,25-08-23,Under Surveillance,,"Cases reported from Village Varantharapilly,",,1036560991697701673.pdf
MP/JBH/2023/34/1034,Madhya Pradesh,Jhabua,Dengue,11,0,21-08-23,21-08-23,Under Surveillance,,"Cases were reported from Urban Jhabua, Sub-",,1036560991697701673.pdf
MP/RWA/2023/34/1035,Madhya Pradesh,Rewa,Acute Diarrheal Disease,52,2,26-08-23,26-08-23,Under Surveillance,,Cases were reported from Village Tikuri Sub-,,1036560991697701673.pdf
MP/SNI/2023/34/1036,Madhya Pradesh,Seoni,Acute Diarrheal Disease,82,1,22-08-23,23-08-23,Under Surveillance,,"Cases were reported from Village Sarrahirri,",,1036560991697701673.pdf
MP/SNI/2023/34/1037,Madhya Pradesh,Seoni,Acute Diarrheal Disease,96,0,21-08-23,22-08-23,Under Surveillance,,"Cases were reported from Village Khursipar,",,1036560991697701673.pdf
MH/AGB/2023/34/1038,Maharashtra,Aurangabad,Dengue,19,0,24-08-23,25-08-23,Under Surveillance,,"Cases were reported from Village Jategaon,",,1036560991697701673.pdf
MH/BNR/2023/34/1039,Maharashtra,Bhandara,Acute Diarrheal Disease,49,0,24-08-23,25-08-23,Under Surveillance,,Cases were reported from Gondia Education,,1036560991697701673.pdf
MH/BNR/2023/34/1040,Maharashtra,Bhandara,Malaria,4,2,21-08-23,22-08-23,Under Surveillance,,Cases were reported from Village,,1036560991697701673.pdf
MH/KOP/2023/34/1041,Maharashtra,Kolhapur,Dengue,43,0,23-08-23,24-08-23,Under Surveillance,,"Cases were reported from Village Boravade,",,1036560991697701673.pdf
MH/PRB/2023/34/1042,Maharashtra,Parbhani,Acute Diarrheal Disease,47,0,21-08-23,25-08-23,Under Surveillance,,Cases were reported from Village Jawala,,1036560991697701673.pdf
OR/BAG/2023/34/1043,Odisha,Balangir,Acute Diarrheal Disease,13,0,24-08-23,25-08-23,Under Surveillance,,Cases were reported from Villages Sindhekela,,1036560991697701673.pdf
OR/BAG/2023/34/1044,Odisha,Balangir,Acute Diarrheal Disease,47,0,22-08-23,22-08-23,Under Surveillance,,Cases were reported from Sub-District,,1036560991697701673.pdf
OR/DGH/2023/34/1045,Odisha,Deogarh,Fever of Unknown Origin,113,0,25-08-23,25-08-23,Under Control,,"Cases were reported from JNV-Sunamunda,",,1036560991697701673.pdf
OR/NPD/2023/34/1046,Odisha,Nuapada,Acute Diarrheal Disease,23,0,22-08-23,22-08-23,Under Control,,Cases were reported from Saliha Sevashram,,1036560991697701673.pdf
OR/SBP/2023/34/1047,Odisha,Sambalpur,Acute Diarrheal Disease,32,0,22-08-23,23-08-23,Under Control,,"Cases were reported from Village Rasanpur,",,1036560991697701673.pdf
RJ/BAA/2023/34/1048,Rajasthan,Baran,Hepatitis A,36,0,25-08-23,25-08-23,Under Surveillance,,"Cases were reported from ward no.- 7, 8, 10,",,1036560991697701673.pdf
RJ/GGN/2023/34/1049,Rajasthan,Ganganagar,Dengue,219,0,19-08-23,21-08-23,Under Surveillance,,Cases were reported from CHC,,1036560991697701673.pdf
TN/AIR/2023/34/1050,Tamil Nadu,Ariyalur,Acute Diarrheal Disease,52,0,24-08-23,24-08-23,Under Control,,"Cases were reported from ADW School,",,1036560991697701673.pdf
TN/TNJ/2023/34/1051,Tamil Nadu,Thanjavur,Hepatitis A,12,0,24-08-23,25-08-23,Under Surveillance,,Cases were reported from Village Vannkani,,1036560991697701673.pdf
TN/TPL/2023/34/1052,Tamil Nadu,Tiruchirappalli,Hepatitis A,128,0,23-08-23,24-08-23,Under Surveillance,,Cases were reported from Village,,1036560991697701673.pdf
DN/DNH/2023/34/1053,D&N Haveli,Dadra And Nagar Haveli,Fever of unknown origin,101,0,23-08-23,25-08-23,Under Surveillance,,"Cases were reported from Eklavya Hostel,",,1036560991697701673.pdf
UP/BUD/2023/34/1054,Uttar Pradesh,Budaun,Dengue,76,0,19-08-23,22-08-23,Under Surveillance,,"Cases were reported from Village Sakri Jangal,",,1036560991697701673.pdf
UP/FAT/2023/34/1055,Uttar Pradesh,Fatehpur,Dengue,10,0,21-08-23,21-08-23,Under Surveillance,,Cases were reported from Village Bakevar,,1036560991697701673.pdf
UP/JNP/2023/34/1056,Uttar Pradesh,Jaunpur,Measles,12,0,20-08-23,23-08-23,Under Surveillance,,"Cases were reported from Village Bhatahar,",,1036560991697701673.pdf
UP/LAL/2023/34/1057,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,8,1,21-08-23,22-08-23,Under Surveillance,,"Cases were reported from Village Dulawan,",,1036560991697701673.pdf
UK/NAI/2023/34/1058,Uttarakhand,Nainital,Acute Diarrheal Disease,35,0,19-08-23,24-08-23,Under Control,,Cases were reported from PHC Lalkuan ward,,1036560991697701673.pdf
UK/NAI/2023/34/1059,Uttarakhand,Nainital,Hepatitis A,12,0,20-08-23,24-08-23,Under Control,,Cases were reported Health facility Bannana,,1036560991697701673.pdf
AS/DAR/2023/34/1061,Assam,Darrang,Acute Diarrheal Disease,41,0,12-08-23,,Under Control,"Cases were reported from Village Bareri, Sub-District Pathorighat, District Darrang. Cases presented with mild fever, abdominal pain and loose stools. 3 rectal swabs and 1 water sample sent to DPHL Darang. District RRT investigated the outbreak. Cases were treated symptomatically by iv fluids and ORS. Rectal swab did not show growth of pathogenic organism and water sample found fit for potable purposes. Community awareness and health education given by peripheral team on hygiene and sanitation.",1036560991697701673.pdf,,
